Region,AgeVariable,Year,AvgDisposibleIncome
Solna,age 25-34 years,2008,5.4
Solna,age 25-34 years,2009,5.1
Solna,age 25-34 years,2010,5.2
Solna,age 25-34 years,2011,5.3
Solna,age 25-34 years,2012,5.3
Solna,age 25-34 years,2013,5.4
Solna,age 25-34 years,2014,5.7
Solna,age 25-34 years,2015,6.1
Solna,age 25-34 years,2016,6.3
Solna,age 25-34 years,2017,6.3
Solna,age 25-34 years,2018,6.2
Solna,age 25-34 years,2019,6.3
Solna,age 25-34 years,2020,6.4
Solna,age 25-34 years,2021,6.7
Solna,age 25-34 years,2022,7.1
Solna,age 25-34 years,2023,6.0
Solna,age 35-44 years,1997,4.4
Solna,age 35-44 years,1998,4.3
Solna,age 35-44 years,1999,4.8
Solna,age 35-44 years,2000,5.3
Solna,age 35-44 years,2001,5.4
Solna,age 35-44 years,2002,5.5
Solna,age 35-44 years,2003,5.5
Solna,age 35-44 years,2004,5.4
Solna,age 35-44 years,2005,5.8
Solna,age 35-44 years,2006,6.0
Solna,age 35-44 years,2007,6.6
Solna,age 35-44 years,2008,6.7
Solna,age 35-44 years,2009,6.6
Solna,age 35-44 years,2010,6.9
Solna,age 35-44 years,2011,7.1
Solna,age 35-44 years,2012,7.1
Solna,age 35-44 years,2013,7.2
Solna,age 35-44 years,2014,7.6
Solna,age 35-44 years,2015,7.9
Solna,age 35-44 years,2016,8.2
Solna,age 35-44 years,2017,8.2
Solna,age 35-44 years,2018,8.2
Solna,age 35-44 years,2019,8.3
Solna,age 35-44 years,2020,8.2
Solna,age 35-44 years,2021,8.9
Solna,age 35-44 years,2022,9.1
Solna,age 35-44 years,2023,7.7
Solna,age 45-54 years,1997,4.6
Solna,age 45-54 years,1998,4.6
Solna,age 45-54 years,1999,5.0
Solna,age 45-54 years,2000,5.4
Solna,age 45-54 years,2001,5.4
Solna,age 45-54 years,2002,5.6
Solna,age 45-54 years,2003,5.5
Solna,age 45-54 years,2004,5.7
Solna,age 45-54 years,2005,5.8
Solna,age 45-54 years,2006,6.1
Solna,age 45-54 years,2007,6.7
Solna,age 45-54 years,2008,6.7
Solna,age 45-54 years,2009,6.8
Solna,age 45-54 years,2010,7.1
Solna,age 45-54 years,2011,7.3
Solna,age 45-54 years,2012,7.4
Solna,age 45-54 years,2013,7.4
Solna,age 45-54 years,2014,7.9
Solna,age 45-54 years,2015,8.5
Solna,age 45-54 years,2016,8.4
Solna,age 45-54 years,2017,8.8
Solna,age 45-54 years,2018,8.8
Solna,age 45-54 years,2019,8.9
Solna,age 45-54 years,2020,8.9
Solna,age 45-54 years,2021,9.8
Solna,age 45-54 years,2022,9.8
Solna,age 45-54 years,2023,8.5
Solna,age 55-64 years,1997,4.4
Solna,age 55-64 years,1998,4.5
Solna,age 55-64 years,1999,5.0
Solna,age 55-64 years,2000,5.4
Solna,age 55-64 years,2001,5.4
Solna,age 55-64 years,2002,5.6
Solna,age 55-64 years,2003,5.4
Solna,age 55-64 years,2004,5.5
Solna,age 55-64 years,2005,5.8
Solna,age 55-64 years,2006,6.3
Solna,age 55-64 years,2007,7.0
Solna,age 55-64 years,2008,6.8
Solna,age 55-64 years,2009,6.6
Solna,age 55-64 years,2010,6.9
Solna,age 55-64 years,2011,7.3
Solna,age 55-64 years,2012,7.1
Solna,age 55-64 years,2013,7.1
Solna,age 55-64 years,2014,7.5
Solna,age 55-64 years,2015,7.8
Solna,age 55-64 years,2016,7.9
Solna,age 55-64 years,2017,8.0
Solna,age 55-64 years,2018,8.1
Solna,age 55-64 years,2019,8.0
Solna,age 55-64 years,2020,8.3
Solna,age 55-64 years,2021,8.8
Solna,age 55-64 years,2022,9.0
Solna,age 55-64 years,2023,7.9
Lidingö,all 20-64 years of age,1997,5.9
Lidingö,all 20-64 years of age,1998,5.9
Lidingö,all 20-64 years of age,1999,6.9
Lidingö,all 20-64 years of age,2000,7.4
Lidingö,all 20-64 years of age,2001,7.2
Lidingö,all 20-64 years of age,2002,6.8
Lidingö,all 20-64 years of age,2003,6.7
Lidingö,all 20-64 years of age,2004,6.7
Lidingö,all 20-64 years of age,2005,7.1
Lidingö,all 20-64 years of age,2006,8.1
Lidingö,all 20-64 years of age,2007,9.2
Lidingö,all 20-64 years of age,2008,8.9
Lidingö,all 20-64 years of age,2009,8.3
Lidingö,all 20-64 years of age,2010,8.9
Lidingö,all 20-64 years of age,2011,9.3
Lidingö,all 20-64 years of age,2012,9.1
Lidingö,all 20-64 years of age,2013,9.2
Lidingö,all 20-64 years of age,2014,9.8
Lidingö,all 20-64 years of age,2015,11.0
Lidingö,all 20-64 years of age,2016,11.3
Lidingö,all 20-64 years of age,2017,10.9
Lidingö,all 20-64 years of age,2018,11.1
Lidingö,all 20-64 years of age,2019,11.4
Lidingö,all 20-64 years of age,2020,11.5
Lidingö,all 20-64 years of age,2021,12.9
Lidingö,all 20-64 years of age,2022,13.8
Lidingö,all 20-64 years of age,2023,11.0
Lidingö,20-24 years,1997,2.1
Lidingö,20-24 years,1998,2.1
Lidingö,20-24 years,1999,2.8
Lidingö,20-24 years,2000,2.9
Lidingö,20-24 years,2001,2.5
Lidingö,20-24 years,2002,2.4
Lidingö,20-24 years,2003,2.3
Lidingö,20-24 years,2004,2.3
Lidingö,20-24 years,2005,2.3
Lidingö,20-24 years,2006,2.5
Lidingö,20-24 years,2007,3.0
Lidingö,20-24 years,2008,2.7
Lidingö,20-24 years,2009,2.5
Lidingö,20-24 years,2010,2.9
Lidingö,20-24 years,2011,2.8
Lidingö,20-24 years,2012,2.9
Lidingö,20-24 years,2013,2.9
Lidingö,20-24 years,2014,2.9
Lidingö,20-24 years,2015,3.2
Lidingö,20-24 years,2016,3.2
Lidingö,20-24 years,2017,3.4
Lidingö,20-24 years,2018,3.6
Lidingö,20-24 years,2019,3.4
Lidingö,20-24 years,2020,3.2
Lidingö,20-24 years,2021,3.4
Lidingö,20-24 years,2022,3.6
Lidingö,20-24 years,2023,3.0
Lidingö,age 25-34 years,1997,4.0
Lidingö,age 25-34 years,1998,4.2
Lidingö,age 25-34 years,1999,4.8
Lidingö,age 25-34 years,2000,5.4
Lidingö,age 25-34 years,2001,5.1
Lidingö,age 25-34 years,2002,5.0
Lidingö,age 25-34 years,2003,4.7
Lidingö,age 25-34 years,2004,4.6
Lidingö,age 25-34 years,2005,4.8
Lidingö,age 25-34 years,2006,5.3
Lidingö,age 25-34 years,2007,5.4
Lidingö,age 25-34 years,2008,5.4
Lidingö,age 25-34 years,2009,5.1
Lidingö,age 25-34 years,2010,5.2
Lidingö,age 25-34 years,2011,5.5
Lidingö,age 25-34 years,2012,5.4
Lidingö,age 25-34 years,2013,5.3
Lidingö,age 25-34 years,2014,5.7
Lidingö,age 25-34 years,2015,5.9
Lidingö,age 25-34 years,2016,6.0
Lidingö,age 25-34 years,2017,5.9
Lidingö,age 25-34 years,2018,6.0
Lidingö,age 25-34 years,2019,6.0
Lidingö,age 25-34 years,2020,6.4
Lidingö,age 25-34 years,2021,6.6
Lidingö,age 25-34 years,2022,6.8
Lidingö,age 25-34 years,2023,5.7
Lidingö,age 35-44 years,1997,6.3
Lidingö,age 35-44 years,1998,7.3
Lidingö,age 35-44 years,1999,8.0
Lidingö,age 35-44 years,2000,9.4
Lidingö,age 35-44 years,2001,9.0
Lidingö,age 35-44 years,2002,8.0
Lidingö,age 35-44 years,2003,7.6
Lidingö,age 35-44 years,2004,7.3
Lidingö,age 35-44 years,2005,7.8
Lidingö,age 35-44 years,2006,8.8
Lidingö,age 35-44 years,2007,10.1
Lidingö,age 35-44 years,2008,10.0
Lidingö,age 35-44 years,2009,9.4
Lidingö,age 35-44 years,2010,9.9
Lidingö,age 35-44 years,2011,10.5
Lidingö,age 35-44 years,2012,10.2
Lidingö,age 35-44 years,2013,10.3
Lidingö,age 35-44 years,2014,11.5
Lidingö,age 35-44 years,2015,12.5
Lidingö,age 35-44 years,2016,14.2
Lidingö,age 35-44 years,2017,11.4
Lidingö,age 35-44 years,2018,11.7
Lidingö,age 35-44 years,2019,12.3
Lidingö,age 35-44 years,2020,12.3
Lidingö,age 35-44 years,2021,13.4
Lidingö,age 35-44 years,2022,15.2
Lidingö,age 35-44 years,2023,11.3
Lidingö,age 45-54 years,1997,7.9
Lidingö,age 45-54 years,1998,6.9
Lidingö,age 45-54 years,1999,8.9
Lidingö,age 45-54 years,2000,8.7
Lidingö,age 45-54 years,2001,8.8
Lidingö,age 45-54 years,2002,8.3
Lidingö,age 45-54 years,2003,8.7
Lidingö,age 45-54 years,2004,8.7
Lidingö,age 45-54 years,2005,9.0
Lidingö,age 45-54 years,2006,10.8
Lidingö,age 45-54 years,2007,12.6
Lidingö,age 45-54 years,2008,11.7
Lidingö,age 45-54 years,2009,10.7
Lidingö,age 45-54 years,2010,11.2
Lidingö,age 45-54 years,2011,11.8
Lidingö,age 45-54 years,2012,11.5
Lidingö,age 45-54 years,2013,11.8
Lidingö,age 45-54 years,2014,12.1
Lidingö,age 45-54 years,2015,13.6
Lidingö,age 45-54 years,2016,14.6
Lidingö,age 45-54 years,2017,14.3
Lidingö,age 45-54 years,2018,14.4
Lidingö,age 45-54 years,2019,16.0
Lidingö,age 45-54 years,2020,15.7
Lidingö,age 45-54 years,2021,18.1
Lidingö,age 45-54 years,2022,19.3
Lidingö,age 45-54 years,2023,15.4
Lidingö,age 55-64 years,1997,6.1
Lidingö,age 55-64 years,1998,6.3
Lidingö,age 55-64 years,1999,6.8
Lidingö,age 55-64 years,2000,7.7
Lidingö,age 55-64 years,2001,7.2
Lidingö,age 55-64 years,2002,7.0
Lidingö,age 55-64 years,2003,6.8
Lidingö,age 55-64 years,2004,7.0
Lidingö,age 55-64 years,2005,8.0
Lidingö,age 55-64 years,2006,8.7
Lidingö,age 55-64 years,2007,9.6
Lidingö,age 55-64 years,2008,9.4
Lidingö,age 55-64 years,2009,9.2
Lidingö,age 55-64 years,2010,10.3
Lidingö,age 55-64 years,2011,10.9
Lidingö,age 55-64 years,2012,10.7
Lidingö,age 55-64 years,2013,10.7
Lidingö,age 55-64 years,2014,11.7
Lidingö,age 55-64 years,2015,14.1
Lidingö,age 55-64 years,2016,12.3
Lidingö,age 55-64 years,2017,13.4
Lidingö,age 55-64 years,2018,13.8
Lidingö,age 55-64 years,2019,12.8
Lidingö,age 55-64 years,2020,13.1
Lidingö,age 55-64 years,2021,15.0
Lidingö,age 55-64 years,2022,15.1
Lidingö,age 55-64 years,2023,12.8
Vaxholm,all 20-64 years of age,1997,4.4
Vaxholm,all 20-64 years of age,1998,4.6
Vaxholm,all 20-64 years of age,1999,5.5
Vaxholm,all 20-64 years of age,2000,5.5
Vaxholm,all 20-64 years of age,2001,5.6
Vaxholm,all 20-64 years of age,2002,5.5
Vaxholm,all 20-64 years of age,2003,5.5
Vaxholm,all 20-64 years of age,2004,5.5
Vaxholm,all 20-64 years of age,2005,6.1
Vaxholm,all 20-64 years of age,2006,6.4
Vaxholm,all 20-64 years of age,2007,7.2
Vaxholm,all 20-64 years of age,2008,7.1
Vaxholm,all 20-64 years of age,2009,6.8
Vaxholm,all 20-64 years of age,2010,7.3
Vaxholm,all 20-64 years of age,2011,7.4
Vaxholm,all 20-64 years of age,2012,7.5
Vaxholm,all 20-64 years of age,2013,8.1
Vaxholm,all 20-64 years of age,2014,8.0
Vaxholm,all 20-64 years of age,2015,8.5
Vaxholm,all 20-64 years of age,2016,8.4
Vaxholm,all 20-64 years of age,2017,8.9
Vaxholm,all 20-64 years of age,2018,8.5
Vaxholm,all 20-64 years of age,2019,9.3
Vaxholm,all 20-64 years of age,2020,8.8
Vaxholm,all 20-64 years of age,2021,10.1
Vaxholm,all 20-64 years of age,2022,10.8
Vaxholm,all 20-64 years of age,2023,8.6
Vaxholm,20-24 years,1997,2.3
Vaxholm,20-24 years,1998,2.2
Vaxholm,20-24 years,1999,4.3
Vaxholm,20-24 years,2000,2.6
Vaxholm,20-24 years,2001,2.6
Vaxholm,20-24 years,2002,2.7
Vaxholm,20-24 years,2003,2.6
Vaxholm,20-24 years,2004,2.5
Vaxholm,20-24 years,2005,2.6
Vaxholm,20-24 years,2006,2.6
Vaxholm,20-24 years,2007,2.8
Vaxholm,20-24 years,2008,3.0
Vaxholm,20-24 years,2009,2.9
Vaxholm,20-24 years,2010,2.8
Vaxholm,20-24 years,2011,2.9
Vaxholm,20-24 years,2012,2.8
Vaxholm,20-24 years,2013,3.8
Vaxholm,20-24 years,2014,3.1
Vaxholm,20-24 years,2015,3.3
Vaxholm,20-24 years,2016,3.4
Vaxholm,20-24 years,2017,3.3
Vaxholm,20-24 years,2018,3.5
Vaxholm,20-24 years,2019,3.4
Vaxholm,20-24 years,2020,3.2
Vaxholm,20-24 years,2021,3.4
Vaxholm,20-24 years,2022,3.8
Vaxholm,20-24 years,2023,3.2
Vaxholm,age 25-34 years,1997,3.8
Vaxholm,age 25-34 years,1998,3.8
Vaxholm,age 25-34 years,1999,4.3
Vaxholm,age 25-34 years,2000,4.8
Vaxholm,age 25-34 years,2001,4.7
Vaxholm,age 25-34 years,2002,4.7
Vaxholm,age 25-34 years,2003,4.5
Vaxholm,age 25-34 years,2004,4.5
Vaxholm,age 25-34 years,2005,4.9
Vaxholm,age 25-34 years,2006,5.0
Vaxholm,age 25-34 years,2007,5.5
Vaxholm,age 25-34 years,2008,5.7
Vaxholm,age 25-34 years,2009,5.2
Vaxholm,age 25-34 years,2010,6.0
Vaxholm,age 25-34 years,2011,5.3
Vaxholm,age 25-34 years,2012,5.3
Vaxholm,age 25-34 years,2013,5.1
Vaxholm,age 25-34 years,2014,5.2
Vaxholm,age 25-34 years,2015,5.4
Vaxholm,age 25-34 years,2016,5.5
Vaxholm,age 25-34 years,2017,5.5
Vaxholm,age 25-34 years,2018,5.6
Vaxholm,age 25-34 years,2019,5.6
Vaxholm,age 25-34 years,2020,5.7
Vaxholm,age 25-34 years,2021,6.5
Vaxholm,age 25-34 years,2022,6.4
Vaxholm,age 25-34 years,2023,5.3
Vaxholm,age 35-44 years,1997,4.8
Vaxholm,age 35-44 years,1998,5.0
Vaxholm,age 35-44 years,1999,6.1
Vaxholm,age 35-44 years,2000,6.0
Vaxholm,age 35-44 years,2001,6.5
Vaxholm,age 35-44 years,2002,6.3
Vaxholm,age 35-44 years,2003,6.2
Vaxholm,age 35-44 years,2004,5.9
Vaxholm,age 35-44 years,2005,6.4
Vaxholm,age 35-44 years,2006,7.0
Vaxholm,age 35-44 years,2007,7.7
Vaxholm,age 35-44 years,2008,7.9
Vaxholm,age 35-44 years,2009,7.7
Vaxholm,age 35-44 years,2010,8.2
Vaxholm,age 35-44 years,2011,8.4
Vaxholm,age 35-44 years,2012,8.6
Vaxholm,age 35-44 years,2013,8.1
Vaxholm,age 35-44 years,2014,8.7
Vaxholm,age 35-44 years,2015,9.5
Vaxholm,age 35-44 years,2016,9.0
Vaxholm,age 35-44 years,2017,9.2
Vaxholm,age 35-44 years,2018,8.9
Vaxholm,age 35-44 years,2019,9.6
Vaxholm,age 35-44 years,2020,9.2
Vaxholm,age 35-44 years,2021,9.3
Vaxholm,age 35-44 years,2022,10.1
Vaxholm,age 35-44 years,2023,8.4
Vaxholm,age 45-54 years,1997,5.1
Vaxholm,age 45-54 years,1998,5.4
Vaxholm,age 45-54 years,1999,6.4
Vaxholm,age 45-54 years,2000,6.4
Vaxholm,age 45-54 years,2001,5.8
Vaxholm,age 45-54 years,2002,5.9
Vaxholm,age 45-54 years,2003,6.2
Vaxholm,age 45-54 years,2004,6.3
Vaxholm,age 45-54 years,2005,7.0
Vaxholm,age 45-54 years,2006,7.1
Vaxholm,age 45-54 years,2007,8.1
Vaxholm,age 45-54 years,2008,8.0
Vaxholm,age 45-54 years,2009,8.0
Vaxholm,age 45-54 years,2010,8.6
Vaxholm,age 45-54 years,2011,8.9
Vaxholm,age 45-54 years,2012,9.0
Vaxholm,age 45-54 years,2013,11.0
Vaxholm,age 45-54 years,2014,10.0
Vaxholm,age 45-54 years,2015,10.0
Vaxholm,age 45-54 years,2016,10.0
Vaxholm,age 45-54 years,2017,10.8
Vaxholm,age 45-54 years,2018,10.5
Vaxholm,age 45-54 years,2019,12.1
Vaxholm,age 45-54 years,2020,10.6
Vaxholm,age 45-54 years,2021,13.1
Vaxholm,age 45-54 years,2022,14.9
Vaxholm,age 45-54 years,2023,10.9
Vaxholm,age 55-64 years,1997,4.6
Vaxholm,age 55-64 years,1998,4.7
Vaxholm,age 55-64 years,1999,5.5
Vaxholm,age 55-64 years,2000,5.9
Vaxholm,age 55-64 years,2001,6.2
Vaxholm,age 55-64 years,2002,5.8
Vaxholm,age 55-64 years,2003,5.7
Vaxholm,age 55-64 years,2004,5.8
Vaxholm,age 55-64 years,2005,6.7
Vaxholm,age 55-64 years,2006,6.8
Vaxholm,age 55-64 years,2007,7.9
Vaxholm,age 55-64 years,2008,7.1
Vaxholm,age 55-64 years,2009,6.9
Vaxholm,age 55-64 years,2010,7.0
Vaxholm,age 55-64 years,2011,7.5
Vaxholm,age 55-64 years,2012,7.7
Vaxholm,age 55-64 years,2013,7.8
Vaxholm,age 55-64 years,2014,8.2
Vaxholm,age 55-64 years,2015,9.2
Vaxholm,age 55-64 years,2016,9.3
Vaxholm,age 55-64 years,2017,10.5
Vaxholm,age 55-64 years,2018,9.2
Vaxholm,age 55-64 years,2019,9.7
Vaxholm,age 55-64 years,2020,9.9
Vaxholm,age 55-64 years,2021,11.2
Vaxholm,age 55-64 years,2022,11.0
Vaxholm,age 55-64 years,2023,9.3
Norrtälje,all 20-64 years of age,1997,3.6
Norrtälje,all 20-64 years of age,1998,3.8
Norrtälje,all 20-64 years of age,1999,4.2
Norrtälje,all 20-64 years of age,2000,4.5
Norrtälje,all 20-64 years of age,2001,4.5
Norrtälje,all 20-64 years of age,2002,4.6
Norrtälje,all 20-64 years of age,2003,4.6
Norrtälje,all 20-64 years of age,2004,4.6
Norrtälje,all 20-64 years of age,2005,4.7
Norrtälje,all 20-64 years of age,2006,4.9
Norrtälje,all 20-64 years of age,2007,5.3
Norrtälje,all 20-64 years of age,2008,5.3
Norrtälje,all 20-64 years of age,2009,5.2
Norrtälje,all 20-64 years of age,2010,5.4
Norrtälje,all 20-64 years of age,2011,5.5
Norrtälje,all 20-64 years of age,2012,5.5
Norrtälje,all 20-64 years of age,2013,5.5
Norrtälje,all 20-64 years of age,2014,5.8
Norrtälje,all 20-64 years of age,2015,6.0
Norrtälje,all 20-64 years of age,2016,6.1
Norrtälje,all 20-64 years of age,2017,6.3
Norrtälje,all 20-64 years of age,2018,6.3
Norrtälje,all 20-64 years of age,2019,6.3
Norrtälje,all 20-64 years of age,2020,6.3
Norrtälje,all 20-64 years of age,2021,6.8
Norrtälje,all 20-64 years of age,2022,6.8
Norrtälje,all 20-64 years of age,2023,5.8
Norrtälje,20-24 years,1997,2.2
Norrtälje,20-24 years,1998,2.3
Norrtälje,20-24 years,1999,2.4
Norrtälje,20-24 years,2000,2.7
Norrtälje,20-24 years,2001,2.8
Norrtälje,20-24 years,2002,2.9
Norrtälje,20-24 years,2003,2.8
Norrtälje,20-24 years,2004,2.7
Norrtälje,20-24 years,2005,2.7
Norrtälje,20-24 years,2006,2.8
Norrtälje,20-24 years,2007,3.1
Norrtälje,20-24 years,2008,3.2
Norrtälje,20-24 years,2009,2.9
Norrtälje,20-24 years,2010,3.0
Norrtälje,20-24 years,2011,3.2
Norrtälje,20-24 years,2012,3.1
Norrtälje,20-24 years,2013,3.1
Norrtälje,20-24 years,2014,3.3
Norrtälje,20-24 years,2015,3.5
Norrtälje,20-24 years,2016,3.7
Norrtälje,20-24 years,2017,3.8
Norrtälje,20-24 years,2018,3.8
Norrtälje,20-24 years,2019,3.7
Norrtälje,20-24 years,2020,3.7
Norrtälje,20-24 years,2021,3.8
Norrtälje,20-24 years,2022,4.0
Norrtälje,20-24 years,2023,3.4
Norrtälje,age 25-34 years,1997,3.4
Norrtälje,age 25-34 years,1998,3.6
Norrtälje,age 25-34 years,1999,3.7
Norrtälje,age 25-34 years,2000,4.0
Norrtälje,age 25-34 years,2001,4.2
Norrtälje,age 25-34 years,2002,4.2
Norrtälje,age 25-34 years,2003,4.2
Norrtälje,age 25-34 years,2004,4.1
Norrtälje,age 25-34 years,2005,4.2
Norrtälje,age 25-34 years,2006,4.3
Norrtälje,age 25-34 years,2007,4.6
Norrtälje,age 25-34 years,2008,4.7
Norrtälje,age 25-34 years,2009,4.5
Norrtälje,age 25-34 years,2010,4.6
Norrtälje,age 25-34 years,2011,4.8
Norrtälje,age 25-34 years,2012,4.7
Norrtälje,age 25-34 years,2013,4.7
Norrtälje,age 25-34 years,2014,4.9
Norrtälje,age 25-34 years,2015,5.0
Norrtälje,age 25-34 years,2016,5.2
Norrtälje,age 25-34 years,2017,5.3
Norrtälje,age 25-34 years,2018,5.3
Norrtälje,age 25-34 years,2019,5.3
Norrtälje,age 25-34 years,2020,5.3
Norrtälje,age 25-34 years,2021,5.5
Norrtälje,age 25-34 years,2022,5.7
Norrtälje,age 25-34 years,2023,4.9
Norrtälje,age 35-44 years,1997,3.9
Norrtälje,age 35-44 years,1998,4.1
Norrtälje,age 35-44 years,1999,4.2
Norrtälje,age 35-44 years,2000,4.7
Norrtälje,age 35-44 years,2001,4.8
Norrtälje,age 35-44 years,2002,5.0
Norrtälje,age 35-44 years,2003,5.0
Norrtälje,age 35-44 years,2004,4.8
Norrtälje,age 35-44 years,2005,5.0
Norrtälje,age 35-44 years,2006,5.2
Norrtälje,age 35-44 years,2007,5.5
Norrtälje,age 35-44 years,2008,5.7
Norrtälje,age 35-44 years,2009,5.6
Norrtälje,age 35-44 years,2010,5.9
Norrtälje,age 35-44 years,2011,6.0
Norrtälje,age 35-44 years,2012,6.0
Norrtälje,age 35-44 years,2013,6.2
Norrtälje,age 35-44 years,2014,6.4
Norrtälje,age 35-44 years,2015,6.7
Norrtälje,age 35-44 years,2016,6.6
Norrtälje,age 35-44 years,2017,6.6
Norrtälje,age 35-44 years,2018,6.7
Norrtälje,age 35-44 years,2019,6.6
Norrtälje,age 35-44 years,2020,6.5
Norrtälje,age 35-44 years,2021,7.5
Norrtälje,age 35-44 years,2022,7.1
Norrtälje,age 35-44 years,2023,6.1
Norrtälje,age 45-54 years,1997,4.0
Norrtälje,age 45-54 years,1998,4.1
Norrtälje,age 45-54 years,1999,5.1
Norrtälje,age 45-54 years,2000,5.0
Norrtälje,age 45-54 years,2001,5.0
Norrtälje,age 45-54 years,2002,4.9
Norrtälje,age 45-54 years,2003,5.0
Norrtälje,age 45-54 years,2004,4.9
Norrtälje,age 45-54 years,2005,5.1
Norrtälje,age 45-54 years,2006,5.4
Norrtälje,age 45-54 years,2007,5.8
Norrtälje,age 45-54 years,2008,5.8
Norrtälje,age 45-54 years,2009,5.8
Norrtälje,age 45-54 years,2010,6.2
Norrtälje,age 45-54 years,2011,6.2
Norrtälje,age 45-54 years,2012,6.2
Norrtälje,age 45-54 years,2013,6.3
Norrtälje,age 45-54 years,2014,6.7
Norrtälje,age 45-54 years,2015,6.9
Norrtälje,age 45-54 years,2016,7.0
Norrtälje,age 45-54 years,2017,7.2
Norrtälje,age 45-54 years,2018,7.2
Norrtälje,age 45-54 years,2019,7.3
Norrtälje,age 45-54 years,2020,7.2
Norrtälje,age 45-54 years,2021,7.7
Norrtälje,age 45-54 years,2022,7.8
Norrtälje,age 45-54 years,2023,6.7
Norrtälje,age 55-64 years,1997,3.6
Norrtälje,age 55-64 years,1998,3.9
Norrtälje,age 55-64 years,1999,4.2
Norrtälje,age 55-64 years,2000,4.7
Norrtälje,age 55-64 years,2001,4.6
Norrtälje,age 55-64 years,2002,4.8
Norrtälje,age 55-64 years,2003,4.8
Norrtälje,age 55-64 years,2004,5.0
Norrtälje,age 55-64 years,2005,5.1
Norrtälje,age 55-64 years,2006,5.3
Norrtälje,age 55-64 years,2007,5.8
Norrtälje,age 55-64 years,2008,5.7
Norrtälje,age 55-64 years,2009,5.5
Norrtälje,age 55-64 years,2010,5.8
Norrtälje,age 55-64 years,2011,6.0
Norrtälje,age 55-64 years,2012,5.9
Norrtälje,age 55-64 years,2013,6.0
Norrtälje,age 55-64 years,2014,6.3
Norrtälje,age 55-64 years,2015,6.6
Norrtälje,age 55-64 years,2016,6.6
Norrtälje,age 55-64 years,2017,7.1
Norrtälje,age 55-64 years,2018,6.7
Norrtälje,age 55-64 years,2019,6.8
Norrtälje,age 55-64 years,2020,6.9
Norrtälje,age 55-64 years,2021,7.4
Norrtälje,age 55-64 years,2022,7.7
Norrtälje,age 55-64 years,2023,6.5
Sigtuna,all 20-64 years of age,1997,3.9
Sigtuna,all 20-64 years of age,1998,4.1
Sigtuna,all 20-64 years of age,1999,4.3
Sigtuna,all 20-64 years of age,2000,5.0
Sigtuna,all 20-64 years of age,2001,4.8
Sigtuna,all 20-64 years of age,2002,4.8
Sigtuna,all 20-64 years of age,2003,4.7
Sigtuna,all 20-64 years of age,2004,4.7
Sigtuna,all 20-64 years of age,2005,4.9
Sigtuna,all 20-64 years of age,2006,5.1
Sigtuna,all 20-64 years of age,2007,5.4
Sigtuna,all 20-64 years of age,2008,5.6
Sigtuna,all 20-64 years of age,2009,5.3
Sigtuna,all 20-64 years of age,2010,5.5
Sigtuna,all 20-64 years of age,2011,5.6
Sigtuna,all 20-64 years of age,2012,5.6
Sigtuna,all 20-64 years of age,2013,5.6
Sigtuna,all 20-64 years of age,2014,5.8
Sigtuna,all 20-64 years of age,2015,6.0
Sigtuna,all 20-64 years of age,2016,6.1
Sigtuna,all 20-64 years of age,2017,6.2
Sigtuna,all 20-64 years of age,2018,6.2
Sigtuna,all 20-64 years of age,2019,6.2
Sigtuna,all 20-64 years of age,2020,6.1
Sigtuna,all 20-64 years of age,2021,6.4
Sigtuna,all 20-64 years of age,2022,6.6
Sigtuna,all 20-64 years of age,2023,5.7
Sigtuna,20-24 years,1997,2.4
Sigtuna,20-24 years,1998,2.5
Sigtuna,20-24 years,1999,2.7
Sigtuna,20-24 years,2000,2.8
Sigtuna,20-24 years,2001,3.0
Sigtuna,20-24 years,2002,2.9
Sigtuna,20-24 years,2003,2.8
Sigtuna,20-24 years,2004,2.7
Sigtuna,20-24 years,2005,2.7
Sigtuna,20-24 years,2006,2.7
Sigtuna,20-24 years,2007,3.1
Sigtuna,20-24 years,2008,3.1
Sigtuna,20-24 years,2009,2.9
Sigtuna,20-24 years,2010,3.0
Sigtuna,20-24 years,2011,3.2
Sigtuna,20-24 years,2012,3.1
Sigtuna,20-24 years,2013,3.1
Sigtuna,20-24 years,2014,3.2
Sigtuna,20-24 years,2015,3.5
Sigtuna,20-24 years,2016,3.5
Sigtuna,20-24 years,2017,3.6
